ID,Precision,Category,Latency_s,Net_Energy_J,Power_W,T1_CA,T1_CC,T1_SQ,T1_LA,T2_CA,T2_CC,T2_SQ,T2_LA,T3_CA,T3_CC,T3_SQ,T3_LA,T4_CA,T4_CC,T4_SQ,T4_LA,T5_CA,T5_CC,T5_SQ,T5_LA,T6_CA,T6_CC,T6_SQ,T6_LA,T7_CA,T7_CC,T7_SQ,T7_LA,T8_CA,T8_CC,T8_SQ,T8_LA,T9_CA,T9_CC,T9_SQ,T9_LA,T10_CA,T10_CC,T10_SQ,T10_LA,GPT4_CA,GPT4_CC,GPT4_SQ,GPT4_LA,Claude_CA,Claude_CC,Claude_SQ,Claude_LA,Gemini_CA,Gemini_CC,Gemini_SQ,Gemini_LA,Human_mean_CA,AI_mean_CA,Weighted_CA,Human_mean_CC,AI_mean_CC,Weighted_CC,Human_mean_SQ,AI_mean_SQ,Weighted_SQ,Human_mean_LA,AI_mean_LA,Weighted_LA,Qped,LpW
139,FP16,Science,16.4223,644.6767,39.26,9,7,9,9,7,8,8,9,10,7,7,8,8,9,8,8,9,10,8,10,8,8,6,8,8,8,8,9,7,7,5,8,9,9,9,9,8,9,7,9,9,8,6,9,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.2,8.6667,8.3867,7.5,7.6667,7.5667,8.7,9.0,8.82,8.3383,0.0008
140,FP16,Science,16.8053,655.1357,38.98,10,9,8,9,6,9,8,7,10,10,8,9,7,10,8,9,10,10,9,10,8,7,6,8,8,8,8,7,6,7,6,8,9,9,10,8,9,8,8,8,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.7,8.6667,8.6867,7.9,7.3333,7.6733,8.3,9.0,8.58,8.38,0.0008
141,FP16,Science,16.5126,646.9338,39.18,9,8,8,9,10,8,9,9,10,10,7,9,6,10,8,9,10,10,10,10,8,8,6,7,9,9,9,8,7,6,5,8,10,9,10,9,9,9,8,9,9,8,8,9,9,9,9,9,9,9,8,9,8.8,9.0,8.88,8.7,8.6667,8.6867,8.0,8.3333,8.1333,8.7,9.0,8.82,8.63,0.0008
142,FP16,Science,16.0944,627.723,39.0,9,8,8,8,7,8,8,7,10,9,8,8,7,10,8,9,10,10,9,10,8,8,7,7,7,9,8,7,7,6,5,6,9,10,9,9,9,9,8,9,9,8,8,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.7,8.6667,8.6867,7.8,8.0,7.88,8.0,9.0,8.4,8.3867,0.0008
143,FP16,Science,16.2577,637.7659,39.23,8,7,8,9,8,8,8,8,10,8,8,8,7,10,9,9,10,9,8,10,8,8,6,7,9,9,9,8,6,5,5,6,10,9,8,10,9,9,8,9,9,8,8,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.2,8.6667,8.3867,7.7,8.0,7.82,8.4,9.0,8.64,8.3867,0.0008
144,FP16,Science,16.6973,650.4774,38.96,9,7,7,8,8,8,9,9,9,8,8,9,8,10,10,8,10,10,8,10,8,7,6,7,9,8,9,7,7,6,5,7,7,9,9,10,9,8,8,8,9,8,8,9,9,9,9,9,9,9,8,9,8.4,9.0,8.64,8.1,8.6667,8.3267,7.9,8.3333,8.0733,8.3,9.0,8.58,8.405,0.0008
145,FP16,Science,16.4623,697.1814,42.35,8,7,7,8,8,8,9,7,10,9,7,9,7,10,9,9,9,9,8,10,7,8,6,7,7,9,8,8,6,7,5,7,10,10,10,8,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.1,9.0,8.46,8.6,8.6667,8.6267,7.7,7.3333,7.5533,8.2,9.0,8.52,8.29,0.0007
146,FP16,Science,16.6758,654.2592,39.23,7,7,5,9,7,9,9,8,10,8,8,9,8,10,7,10,9,9,9,10,7,7,7,7,7,7,8,7,6,6,5,7,9,10,10,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,7.9,9.0,8.34,8.2,8.6667,8.3867,7.6,7.3333,7.4933,8.5,9.0,8.7,8.23,0.0008
147,FP16,Science,16.7026,651.873,39.03,9,7,8,8,8,9,8,8,10,8,8,9,8,10,7,10,10,10,10,10,8,7,7,7,7,8,8,7,6,6,6,7,10,9,10,8,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.3,8.6667,8.4467,8.0,7.3333,7.7333,8.3,9.0,8.58,8.365,0.0008
148,FP16,Science,16.6575,650.4302,39.05,9,7,8,7,8,9,9,9,10,7,9,8,6,10,9,8,9,10,9,10,9,8,7,7,7,9,8,8,7,7,6,8,10,9,10,10,8,8,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.4,8.6667,8.5067,8.3,7.3333,7.9133,8.4,9.0,8.64,8.41,0.0008
149,FP16,Science,17.1632,668.3536,38.94,7,5,5,8,7,6,5,8,8,5,6,8,5,7,4,7,8,7,6,10,8,7,3,7,7,5,6,6,5,4,3,7,7,6,7,9,7,6,4,8,9,8,6,9,9,9,8,9,8,7,6,8,6.9,8.6667,7.6067,5.8,8.0,6.68,4.9,6.6667,5.6067,7.8,8.6667,8.1467,7.01,0.0006
150,FP16,Science,16.523,646.0821,39.1,9,8,9,8,7,7,8,9,10,8,8,10,8,10,9,9,10,10,7,10,7,9,7,8,7,9,9,8,6,6,6,8,10,9,9,10,9,9,7,9,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.5,8.6667,8.5667,7.9,7.3333,7.6733,8.9,9.0,8.94,8.44,0.0008
151,FP16,Science,16.7082,650.7086,38.95,8,7,7,9,7,9,8,9,10,9,9,9,9,10,8,9,8,10,8,10,7,9,7,8,6,8,7,7,6,6,6,7,10,9,10,9,8,9,8,8,9,8,6,9,9,9,8,9,9,9,8,9,7.9,9.0,8.34,8.6,8.6667,8.6267,7.8,7.3333,7.6133,8.5,9.0,8.7,8.32,0.0008
152,FP16,Science,16.6323,653.0369,39.26,7,8,8,9,6,8,8,8,10,8,8,9,8,10,8,9,10,10,8,10,8,7,6,8,8,8,8,8,6,6,6,8,8,10,9,9,9,9,9,9,9,8,6,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.4,8.3333,8.3733,7.8,7.3333,7.6133,8.7,8.6667,8.6867,8.2683,0.0008
153,FP16,Science,11.188,436.6898,39.03,7,4,5,8,5,7,4,7,9,6,5,7,6,7,6,8,7,7,5,9,7,5,3,6,5,7,6,7,4,5,3,6,8,7,6,9,7,6,5,8,9,8,8,9,8,8,7,8,7,5,4,8,6.5,8.0,7.1,6.1,7.0,6.46,4.8,6.3333,5.4133,7.5,8.3333,7.8333,6.7017,0.0014
154,FP16,Science,16.4104,693.5017,42.26,9,7,8,10,7,9,6,8,10,6,9,9,7,10,8,8,10,10,8,10,7,7,6,6,7,10,7,7,6,7,7,8,8,9,9,9,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.4,8.3333,8.3733,7.6,7.3333,7.4933,8.4,8.6667,8.5067,8.1933,0.0007
155,FP16,Science,12.5284,491.1975,39.21,9,8,7,9,7,9,8,7,10,7,9,8,7,9,8,9,8,10,9,10,10,9,6,8,7,8,10,7,7,4,5,8,9,9,9,10,8,9,8,9,9,8,8,9,9,9,9,9,9,9,8,9,8.2,9.0,8.52,8.2,8.6667,8.3867,7.9,8.3333,8.0733,8.5,9.0,8.7,8.42,0.0014
156,FP16,Science,16.9345,666.3012,39.35,8,8,7,8,6,9,9,9,10,6,9,9,8,10,8,8,10,10,9,10,7,8,6,6,6,9,8,7,6,7,6,8,9,10,9,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,7.9,9.0,8.34,8.6,8.6667,8.6267,7.9,7.3333,7.6733,8.3,9.0,8.58,8.305,0.0007
157,FP16,Science,16.4566,643.7745,39.12,9,8,7,8,8,9,8,8,10,8,8,10,7,10,8,10,10,9,9,10,9,9,6,7,7,8,8,7,6,6,5,7,9,9,9,9,8,9,8,9,9,8,6,9,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.5,8.6667,8.5667,7.6,7.6667,7.6267,8.5,9.0,8.7,8.3683,0.0008
158,FP16,Science,16.2611,635.9466,39.11,8,8,8,8,8,7,9,9,10,8,7,9,9,9,7,9,10,9,8,10,8,7,6,8,6,9,8,6,6,6,6,7,9,9,9,9,9,9,8,10,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.1,8.3333,8.1933,7.6,7.3333,7.4933,8.5,8.6667,8.5667,8.2083,0.0008
159,FP16,Science,16.2719,638.0069,39.21,8,7,8,9,7,9,9,9,10,8,7,9,7,10,7,10,8,9,8,10,8,9,7,7,8,8,7,8,7,6,6,8,8,9,9,10,9,9,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.4,8.3333,8.3733,7.5,8.0,7.7,8.9,8.6667,8.8067,8.32,0.0008
160,FP16,Science,16.5764,700.1164,42.24,7,5,3,9,6,5,6,8,8,4,3,8,6,7,5,7,6,6,6,10,5,5,4,6,5,6,6,6,4,5,4,6,7,7,6,9,7,5,5,8,9,8,6,9,9,8,8,8,8,7,6,8,6.1,8.6667,7.1267,5.5,7.6667,6.3667,4.8,6.6667,5.5467,7.7,8.3333,7.9533,6.7483,0.0006
161,FP16,Science,16.9055,667.526,39.49,8,8,8,9,7,8,8,8,10,7,8,9,9,10,8,9,10,10,9,10,7,8,5,7,8,8,8,7,6,6,6,8,9,9,9,9,9,9,7,8,9,8,8,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.3,8.3333,8.3133,7.6,8.0,7.76,8.4,8.6667,8.5067,8.29,0.0007
162,FP16,Science,17.3536,677.0671,39.02,8,8,7,8,8,7,9,9,10,8,8,8,7,10,9,9,10,9,9,10,9,7,6,7,8,9,8,7,6,8,5,7,8,8,10,8,9,9,7,9,9,7,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.3,8.0,8.18,7.8,7.3333,7.6133,8.2,8.6667,8.3867,8.19,0.0007
163,FP16,Science,16.5177,700.4053,42.4,8,8,9,8,7,8,10,8,10,8,8,9,7,10,9,10,10,9,10,10,7,9,6,7,7,8,8,7,7,7,5,8,9,9,10,10,9,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.4,8.3333,8.3733,8.3,7.3333,7.9133,8.6,8.6667,8.6267,8.3433,0.0007
164,FP16,Science,16.717,658.8896,39.41,9,7,7,9,7,8,8,8,9,9,7,10,9,10,8,9,8,9,9,10,9,8,6,7,7,8,9,7,7,6,5,8,9,9,9,9,9,8,7,9,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.2,8.6667,8.3867,7.5,7.3333,7.4333,8.6,9.0,8.76,8.29,0.0008
165,FP16,Science,16.8191,655.8354,38.99,7,5,4,8,4,6,6,7,8,5,5,7,6,7,5,8,8,7,7,10,7,6,3,6,5,5,7,6,4,3,3,7,6,6,6,9,6,6,6,8,9,8,6,9,9,9,8,9,7,6,5,8,6.1,8.3333,6.9933,5.6,7.6667,6.4267,5.2,6.3333,5.6533,7.6,8.6667,8.0267,6.775,0.0006
166,FP16,Science,16.4495,638.1065,38.79,7,3,7,7,5,6,5,8,8,6,5,8,6,7,5,7,7,8,5,10,6,6,3,6,4,6,7,7,6,4,2,6,6,6,7,8,7,6,5,8,9,7,6,9,9,8,7,8,8,7,6,8,6.2,8.6667,7.1867,5.8,7.3333,6.4133,5.1,6.3333,5.5933,7.5,8.3333,7.8333,6.7567,0.0006
167,FP16,Science,16.5424,642.143,38.82,9,7,6,8,9,9,8,7,10,7,8,9,8,10,8,10,10,9,8,10,7,6,5,7,8,7,9,8,6,6,5,8,9,10,10,8,8,9,8,9,9,8,6,9,9,9,9,9,9,9,8,9,8.4,9.0,8.64,8.0,8.6667,8.2667,7.5,7.6667,7.5667,8.4,9.0,8.64,8.2783,0.0008
168,FP16,Science,16.3768,637.7921,38.94,9,8,7,8,8,8,9,8,10,8,8,10,7,10,8,9,9,10,8,10,9,8,6,6,7,9,8,7,6,6,6,7,9,9,10,8,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.5,8.3333,8.4333,7.8,8.0,7.88,8.2,8.6667,8.3867,8.32,0.0008
169,FP16,Science,16.3392,641.0637,39.23,6,4,5,7,5,5,5,7,9,5,5,8,6,6,4,9,8,6,6,10,6,5,3,6,5,6,6,6,5,4,2,7,7,6,6,8,6,5,5,8,9,8,6,9,9,8,8,8,7,5,4,8,6.3,8.3333,7.1133,5.2,7.0,5.92,4.7,6.0,5.22,7.6,8.3333,7.8933,6.5367,0.0006
170,FP16,Science,16.5202,648.8274,39.27,8,8,7,9,7,8,8,8,10,8,8,10,7,10,7,9,10,8,8,10,8,7,7,8,7,7,8,8,6,6,6,7,9,9,9,9,8,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.0,9.0,8.4,8.0,8.6667,8.2667,7.6,7.3333,7.4933,8.7,9.0,8.82,8.245,0.0008
171,FP16,Science,16.8169,653.0613,38.83,7,4,5,8,6,6,5,8,8,3,4,9,5,7,4,8,6,6,5,9,6,6,4,6,4,6,6,6,4,3,3,7,7,6,5,10,6,6,5,7,9,8,8,9,9,8,8,8,8,7,6,8,5.9,8.6667,7.0067,5.3,7.6667,6.2467,4.6,7.3333,5.6933,7.8,8.3333,8.0133,6.74,0.0006
172,FP16,Science,15.039,583.9567,38.83,9,7,8,8,7,10,9,8,10,7,7,10,9,10,8,9,9,10,8,10,8,8,6,7,8,9,10,7,6,7,6,7,9,9,9,9,9,9,8,9,9,8,6,9,8,7,6,7,9,9,8,9,8.4,8.6667,8.5067,8.6,8.0,8.36,7.9,6.6667,7.4067,8.4,8.3333,8.3733,8.1617,0.0009
173,FP16,Science,16.5277,647.7573,39.19,9,7,9,8,8,9,8,9,9,8,7,9,6,10,8,8,10,10,9,10,9,7,5,8,8,8,9,7,6,6,6,7,9,10,9,9,9,8,8,8,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.3,8.3333,8.3133,7.8,7.3333,7.6133,8.3,8.6667,8.4467,8.2383,0.0008
174,FP16,Science,16.5456,704.7879,42.6,8,7,8,9,9,9,9,7,10,9,9,9,7,10,8,10,10,9,9,10,8,8,6,7,7,9,8,8,7,7,6,8,9,9,10,10,9,9,7,9,9,8,6,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.6,8.3333,8.4933,8.0,7.3333,7.7333,8.7,8.6667,8.6867,8.3883,0.0007
175,FP16,Science,16.9767,664.9831,39.17,9,9,7,8,9,8,9,8,10,8,9,9,8,9,7,8,9,9,8,10,9,7,6,7,8,8,9,7,7,6,6,8,9,9,9,9,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.7,9.0,8.82,8.2,8.3333,8.2533,7.8,7.3333,7.6133,8.3,8.6667,8.4467,8.2833,0.0007
176,FP16,Science,16.5939,646.5085,38.96,8,8,8,9,7,8,9,9,10,7,9,9,10,10,8,9,10,9,9,10,8,8,6,7,7,10,8,8,7,7,6,7,10,10,9,10,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.6,9.0,8.76,8.6,8.6667,8.6267,8.0,7.3333,7.7333,8.7,9.0,8.82,8.485,0.0008
177,FP16,Science,16.768,657.5751,39.22,9,7,7,9,7,8,10,6,10,8,8,9,7,10,8,8,9,9,9,10,7,8,6,8,7,9,10,7,6,6,6,7,8,9,9,8,9,9,8,9,9,8,8,9,9,9,8,9,9,9,8,9,7.9,9.0,8.34,8.3,8.6667,8.4467,8.1,8.0,8.06,8.1,9.0,8.46,8.3267,0.0008
178,FP16,Science,16.72,649.21,38.83,9,8,7,9,7,8,8,9,10,7,8,10,8,10,8,8,8,9,8,10,9,7,6,7,8,8,8,8,7,6,6,8,9,10,9,10,8,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.2,8.3333,8.2533,7.6,7.3333,7.4933,8.8,8.6667,8.7467,8.2683,0.0008
179,FP16,Science,16.7191,660.6337,39.51,9,7,8,8,7,8,9,8,10,8,9,8,7,10,8,8,10,10,10,10,8,9,6,8,7,8,7,7,7,6,6,8,10,9,10,9,8,9,7,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.4,8.3333,8.3733,8.0,7.3333,7.7333,8.3,8.6667,8.4467,8.2833,0.0007
180,FP16,Science,16.3245,688.5155,42.18,8,7,6,9,7,8,8,9,10,8,7,9,7,10,7,8,9,9,9,10,9,8,6,7,9,9,9,8,7,7,6,8,9,9,9,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.4,8.3333,8.3733,7.5,8.0,7.7,8.6,8.6667,8.6267,8.335,0.0007
181,FP16,Science,16.2818,636.8505,39.11,9,8,8,8,7,8,7,7,10,7,6,9,8,10,8,9,9,9,10,10,8,9,7,7,7,9,8,7,7,6,6,7,9,9,8,8,9,9,8,8,9,8,8,8,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.4,8.6667,8.5067,7.6,8.3333,7.8933,8.0,8.6667,8.2667,8.3117,0.0008
182,FP16,Science,16.3209,632.1988,38.74,8,7,7,8,7,8,9,9,10,9,8,10,9,10,7,9,10,10,7,10,8,8,6,7,6,9,9,8,8,7,5,7,9,9,10,9,8,8,8,9,9,8,6,8,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.5,8.6667,8.5667,7.6,7.3333,7.4933,8.6,8.6667,8.6267,8.3167,0.0008
183,FP16,Science,16.7434,651.1659,38.89,9,8,6,8,6,8,8,9,10,7,8,8,9,10,9,9,9,9,9,10,9,9,6,7,9,8,9,7,6,7,5,7,10,10,9,10,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.5,8.3333,8.4333,7.7,7.3333,7.5533,8.4,8.6667,8.5067,8.3133,0.0008
184,FP16,Science,16.1779,633.0835,39.13,9,8,9,9,7,8,8,9,10,8,7,9,8,10,8,8,10,10,8,10,9,10,6,8,8,9,10,7,7,5,6,8,9,9,9,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.6,8.3333,8.4933,7.9,8.0,7.94,8.6,8.6667,8.6267,8.455,0.0008
185,FP16,Science,16.3293,695.3501,42.58,8,8,7,8,7,7,8,8,10,7,7,8,8,10,7,8,10,9,8,10,8,10,6,8,7,8,8,8,6,7,6,7,9,10,10,10,9,8,8,8,9,8,6,9,9,9,9,9,9,9,8,9,8.2,9.0,8.52,8.4,8.6667,8.5067,7.5,7.6667,7.5667,8.3,9.0,8.58,8.2933,0.0007
186,FP16,Science,16.312,635.929,38.99,9,6,9,8,6,9,9,8,9,8,7,10,10,9,8,9,9,9,8,10,9,8,6,7,7,8,9,8,6,6,6,7,9,9,10,8,8,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.2,9.0,8.52,8.0,8.3333,8.1333,8.0,7.3333,7.7333,8.4,8.6667,8.5067,8.2233,0.0008
187,FP16,Science,16.6591,654.4483,39.28,9,7,8,8,8,8,9,9,10,9,8,7,8,9,7,9,10,10,9,10,8,10,7,7,8,8,9,7,6,7,5,7,9,9,8,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.6,8.6667,8.6267,7.8,7.3333,7.6133,8.2,9.0,8.52,8.365,0.0008
188,FP16,Science,16.4819,644.2917,39.09,9,10,8,9,9,7,8,9,10,8,8,10,9,9,9,9,9,10,8,10,9,8,6,7,7,8,7,8,7,6,5,8,9,9,9,9,8,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.3,8.3333,8.3133,7.6,7.3333,7.4933,8.8,8.6667,8.7467,8.3283,0.0008
189,FP16,Science,16.6435,653.9342,39.29,9,7,7,8,8,7,9,8,10,8,7,9,8,10,8,8,10,10,9,10,9,8,6,7,7,9,7,8,6,6,6,7,10,9,10,9,8,9,8,8,9,8,8,9,9,8,8,8,9,9,8,9,8.5,9.0,8.7,8.3,8.3333,8.3133,7.7,8.0,7.82,8.2,8.6667,8.3867,8.305,0.0008
190,FP16,Science,16.5651,644.941,38.93,9,7,8,9,7,8,9,8,10,8,9,9,9,9,7,9,10,10,9,10,8,7,6,7,7,10,7,7,7,6,5,7,9,9,9,9,8,9,7,9,9,8,6,9,9,9,8,9,9,9,8,9,8.4,9.0,8.64,8.3,8.6667,8.4467,7.6,7.3333,7.4933,8.4,9.0,8.64,8.305,0.0008
191,FP16,Science,16.7056,659.1315,39.46,9,7,8,8,8,9,8,9,10,7,8,9,9,10,7,9,9,8,8,10,9,7,6,7,8,9,8,8,7,7,6,8,8,10,9,10,9,9,8,9,9,8,8,8,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.3,8.3333,8.3133,7.6,8.0,7.76,8.7,8.3333,8.5533,8.3467,0.0008
192,FP16,Science,16.7205,652.5823,39.03,6,5,5,8,7,5,5,7,8,4,5,8,6,7,5,8,7,7,6,9,5,5,4,7,5,6,5,7,5,4,3,7,7,6,5,8,7,6,4,8,9,8,6,9,9,9,8,9,7,6,5,8,6.3,8.3333,7.1133,5.5,7.6667,6.3667,4.7,6.3333,5.3533,7.7,8.6667,8.0867,6.73,0.0006
193,FP16,Science,17.1935,674.3069,39.22,7,8,8,8,8,9,9,8,10,7,7,9,9,10,7,9,10,10,7,10,8,8,7,8,7,9,9,8,7,6,4,7,8,9,9,10,9,9,7,9,9,8,8,9,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.5,8.6667,8.5667,7.4,8.3333,7.7733,8.6,9.0,8.76,8.42,0.0007
194,FP16,Science,16.388,690.2171,42.12,8,8,8,8,7,7,8,8,10,10,8,9,9,10,9,9,9,9,8,10,8,9,7,7,7,9,9,7,6,6,5,8,9,9,9,9,9,9,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.2,9.0,8.52,8.6,8.3333,8.4933,7.8,8.0,7.88,8.4,8.6667,8.5067,8.35,0.0007
195,FP16,Science,16.8547,658.7858,39.09,9,8,8,9,7,8,9,9,10,9,9,9,9,10,7,9,9,10,8,10,7,9,6,7,7,9,8,9,6,6,5,8,8,9,8,9,9,9,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.7,8.3333,8.5533,7.5,8.0,7.7,8.8,8.6667,8.7467,8.365,0.0008
196,FP16,Science,16.7576,655.583,39.12,9,8,8,8,7,8,8,7,10,8,8,9,7,9,8,9,10,9,8,10,9,6,7,7,6,8,9,8,7,6,5,7,9,10,10,9,9,9,7,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.1,8.3333,8.1933,7.8,7.3333,7.6133,8.3,8.6667,8.4467,8.2083,0.0007
197,FP16,Science,17.0306,722.7136,42.44,9,7,7,9,8,8,9,7,10,7,7,10,7,10,8,9,10,10,8,10,8,6,6,7,7,9,8,8,7,7,5,7,9,9,7,10,9,9,7,9,9,8,6,9,9,9,8,9,9,9,8,9,8.4,9.0,8.64,8.2,8.6667,8.3867,7.2,7.3333,7.2533,8.6,9.0,8.76,8.26,0.0007
198,FP16,Science,16.8555,658.5035,39.07,9,8,6,8,7,10,9,9,10,7,7,10,8,10,7,8,10,9,8,10,8,9,6,8,7,7,9,8,7,6,5,7,8,9,10,9,9,8,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.3,8.3333,8.3133,7.5,8.0,7.7,8.6,8.6667,8.6267,8.305,0.0007
199,FP16,Science,16.2639,637.6523,39.21,8,9,9,8,8,8,9,8,10,8,9,9,7,10,8,8,9,10,8,10,8,9,7,7,6,9,8,8,7,6,6,8,8,9,9,10,9,9,8,8,9,8,8,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.7,8.3333,8.5533,8.1,8.0,8.06,8.4,8.6667,8.5067,8.38,0.0008
200,FP16,Science,16.6612,652.8107,39.18,7,4,3,8,7,5,6,6,7,7,5,8,7,6,5,9,6,7,5,9,8,5,5,7,5,6,6,7,6,4,2,7,6,6,6,8,8,6,5,8,9,8,6,9,9,9,9,9,7,6,5,8,6.7,8.3333,7.3533,5.6,7.6667,6.4267,4.8,6.6667,5.5467,7.7,8.6667,8.0867,6.8533,0.0006
201,FP16,Programming-CS,17.3864,682.513,39.26,6,5,6,8,5,6,6,7,8,6,6,8,7,7,5,8,8,7,7,10,6,6,3,7,4,5,5,6,5,4,4,7,8,6,7,8,7,7,5,8,9,8,8,9,9,9,9,9,7,5,4,8,6.4,8.3333,7.1733,5.9,7.3333,6.4733,5.4,7.0,6.04,7.7,8.6667,8.0867,6.9433,0.0006
202,FP16,Programming-CS,16.6522,653.9905,39.27,8,7,7,8,9,8,9,9,10,8,7,9,7,9,7,8,10,10,7,10,8,8,6,8,7,9,9,7,7,6,5,8,10,10,9,9,9,9,8,9,9,8,6,9,9,9,9,9,9,9,8,9,8.5,9.0,8.7,8.4,8.6667,8.5067,7.4,7.6667,7.5067,8.5,9.0,8.7,8.3533,0.0008
203,FP16,Programming-CS,17.0588,669.6639,39.26,6,5,4,8,5,5,5,7,8,5,6,8,6,7,6,7,7,7,5,8,5,6,4,6,5,6,6,8,6,4,2,7,6,5,6,8,7,6,5,8,9,8,6,9,9,9,9,9,7,6,5,8,6.1,8.3333,6.9933,5.6,7.6667,6.4267,4.9,6.6667,5.6067,7.5,8.6667,7.9667,6.7483,0.0006
204,FP16,Programming-CS,16.374,642.0239,39.21,10,8,7,9,8,9,7,8,9,7,8,9,7,9,8,8,9,10,9,10,8,8,6,6,7,10,8,7,7,6,7,7,10,10,9,9,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.6,8.3333,8.4933,7.7,7.3333,7.5533,8.2,8.6667,8.3867,8.2683,0.0008
205,FP16,Programming-CS,16.3722,637.446,38.93,9,8,8,9,7,8,8,8,10,7,8,9,6,10,8,8,10,9,10,10,7,8,6,7,7,9,8,7,7,6,5,8,8,10,10,9,8,8,7,9,9,8,8,9,9,9,8,9,9,9,8,9,7.9,9.0,8.34,8.3,8.6667,8.4467,7.8,8.0,7.88,8.4,9.0,8.64,8.3267,0.0008
206,FP16,Programming-CS,16.8187,660.0767,39.25,9,8,6,9,9,8,8,9,10,8,8,9,9,9,7,9,9,10,8,10,8,8,5,8,8,9,8,8,7,7,5,7,9,10,9,10,9,9,8,9,9,8,8,9,9,9,8,9,9,9,8,9,8.7,9.0,8.82,8.6,8.6667,8.6267,7.2,8.0,7.52,8.8,9.0,8.88,8.4617,0.0008
207,FP16,Programming-CS,16.6096,646.7879,38.94,8,8,6,8,6,9,8,8,10,8,8,8,9,10,8,10,9,10,9,10,8,7,6,7,6,8,9,8,6,6,6,8,9,9,9,10,9,9,8,9,9,8,8,9,8,8,7,8,9,9,8,9,8.0,8.6667,8.2667,8.4,8.3333,8.3733,7.7,7.6667,7.6867,8.6,8.6667,8.6267,8.2383,0.0008
208,FP16,Programming-CS,16.3845,637.7372,38.92,9,9,8,9,8,8,7,8,10,9,9,9,9,9,8,9,9,10,8,10,8,6,5,7,7,9,9,7,6,6,6,7,9,8,9,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.3,8.3333,8.3133,7.7,8.0,7.82,8.4,8.6667,8.5067,8.32,0.0008
209,FP16,Programming-CS,16.3124,632.6678,38.78,8,8,8,8,8,8,9,9,10,8,8,10,9,10,7,9,10,10,10,10,10,7,6,8,9,8,8,7,6,7,5,8,10,9,9,9,9,9,8,8,9,8,8,9,9,9,9,9,9,9,8,9,8.9,9.0,8.94,8.4,8.6667,8.5067,7.8,8.3333,8.0133,8.6,9.0,8.76,8.555,0.0008
