ID,Precision,Category,Latency_s,Net_Energy_J,Power_W,T1_CA,T1_CC,T1_SQ,T1_LA,T2_CA,T2_CC,T2_SQ,T2_LA,T3_CA,T3_CC,T3_SQ,T3_LA,T4_CA,T4_CC,T4_SQ,T4_LA,T5_CA,T5_CC,T5_SQ,T5_LA,T6_CA,T6_CC,T6_SQ,T6_LA,T7_CA,T7_CC,T7_SQ,T7_LA,T8_CA,T8_CC,T8_SQ,T8_LA,T9_CA,T9_CC,T9_SQ,T9_LA,T10_CA,T10_CC,T10_SQ,T10_LA,GPT4_CA,GPT4_CC,GPT4_SQ,GPT4_LA,Claude_CA,Claude_CC,Claude_SQ,Claude_LA,Gemini_CA,Gemini_CC,Gemini_SQ,Gemini_LA,Human_mean_CA,AI_mean_CA,Weighted_CA,Human_mean_CC,AI_mean_CC,Weighted_CC,Human_mean_SQ,AI_mean_SQ,Weighted_SQ,Human_mean_LA,AI_mean_LA,Weighted_LA,Qped,LpW
138,NF4,Science,47.8543,1902.2267,39.75,9,8,9,8,6,8,9,8,10,7,7,9,6,10,8,9,10,9,9,10,8,8,6,8,7,8,9,8,6,6,7,7,9,10,9,9,9,9,7,9,9,8,8,8,8,8,7,9,9,9,8,9,8.0,8.6667,8.2667,8.3,8.3333,8.3133,8.0,7.6667,7.8667,8.5,8.6667,8.5667,8.2533,0.0001
139,NF4,Science,48.0413,1922.3035,40.01,8,5,7,7,6,7,7,8,9,5,7,8,6,8,8,8,9,8,7,9,8,6,5,6,7,7,7,6,6,4,6,7,8,8,8,7,7,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.5,8.3333,7.2333,6.9,7.0,6.94,7.4,9.0,8.04,7.53,0.0001
140,NF4,Science,48.3664,1927.9006,39.86,9,8,7,8,8,8,8,9,10,10,7,8,8,10,9,9,10,9,9,10,8,8,6,7,8,9,9,7,7,6,5,8,9,10,9,8,9,9,8,8,9,8,6,9,8,8,7,9,9,9,8,9,8.6,8.6667,8.6267,8.7,8.3333,8.5533,7.7,7.0,7.42,8.2,9.0,8.52,8.28,0.0001
141,NF4,Science,48.27,1935.5197,40.1,9,8,6,8,8,8,8,7,10,8,8,9,7,9,9,9,10,9,9,10,8,8,6,7,7,10,8,7,5,7,6,7,8,9,9,9,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.5,8.3333,8.4333,7.7,7.6667,7.6867,8.2,9.0,8.52,8.2417,0.0001
142,NF4,Science,47.5633,1894.6942,39.84,9,7,8,9,8,8,8,8,10,8,8,10,7,10,8,10,10,9,9,10,8,8,6,7,8,8,8,7,7,6,6,7,10,8,8,9,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.6,8.6667,8.6267,8.1,8.3333,8.1933,7.7,7.0,7.42,8.6,9.0,8.76,8.25,0.0001
143,NF4,Science,47.9622,1915.9678,39.95,8,8,9,9,6,8,10,8,10,8,7,10,8,10,7,10,10,10,8,10,7,8,6,7,8,8,8,8,6,6,6,8,8,10,10,9,9,9,8,8,9,8,6,9,8,8,7,9,9,9,8,9,8.0,8.6667,8.2667,8.5,8.3333,8.4333,7.9,7.0,7.54,8.7,9.0,8.82,8.265,0.0001
144,NF4,Science,48.5284,1939.5746,39.97,8,7,9,9,6,9,9,9,10,8,8,9,8,9,7,9,9,10,8,10,9,8,6,7,7,8,8,7,6,7,5,8,9,9,8,9,9,9,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.4,8.3333,8.3733,7.5,7.6667,7.5667,8.6,9.0,8.76,8.2567,0.0001
145,NF4,Science,47.8834,1963.7415,41.01,9,7,9,8,7,8,9,8,10,7,9,9,9,10,9,9,10,10,9,10,9,8,6,7,8,7,9,8,6,6,6,8,9,9,9,10,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.6,8.6667,8.6267,8.1,8.3333,8.1933,8.3,7.0,7.78,8.6,9.0,8.76,8.34,0.0001
146,NF4,Science,48.5239,1936.88,39.92,8,7,4,7,6,7,9,9,9,5,8,8,5,7,7,7,9,8,8,9,7,6,4,6,5,6,7,6,5,5,4,7,8,8,8,8,8,7,7,8,9,8,6,9,6,6,6,9,7,6,5,8,7.0,7.3333,7.1333,6.6,6.6667,6.6267,6.6,5.6667,6.2267,7.5,8.6667,7.9667,6.9883,0.0001
147,NF4,Science,48.4324,1939.731,40.05,8,7,8,9,6,9,7,9,10,7,9,9,7,10,8,8,10,10,9,10,9,7,5,7,8,9,8,6,6,7,5,7,9,10,9,10,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.5,8.3333,8.4333,7.6,7.0,7.36,8.4,9.0,8.64,8.205,0.0001
148,NF4,Science,48.2912,1917.7013,39.71,9,8,8,8,7,8,9,8,10,8,7,10,10,10,8,10,10,9,8,10,8,9,6,7,7,8,9,7,6,6,5,6,9,8,9,9,8,8,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.2,8.3333,8.2533,7.7,7.0,7.42,8.4,9.0,8.64,8.205,0.0001
149,NF4,Science,49.0024,1956.0111,39.92,8,6,8,8,7,7,8,6,9,6,7,9,7,8,7,7,8,8,7,10,8,7,4,6,6,7,7,6,6,5,5,6,9,8,7,7,8,7,7,8,9,8,6,9,7,6,5,8,7,6,5,8,7.6,7.6667,7.6267,6.9,6.6667,6.8067,6.7,5.3333,6.1533,7.3,8.3333,7.7133,7.075,0.0001
150,NF4,Science,47.6123,1898.8778,39.88,9,8,8,9,7,8,8,9,10,8,9,9,8,10,8,10,10,10,8,10,8,9,6,7,9,10,8,7,6,6,7,6,8,8,8,9,9,9,7,9,9,8,8,9,6,6,6,9,7,6,5,8,8.4,7.3333,7.9733,8.6,6.6667,7.8267,7.7,6.3333,7.1533,8.5,8.6667,8.5667,7.88,0.0001
151,NF4,Science,48.2812,1930.7754,39.99,8,6,6,7,6,7,8,6,9,7,8,8,7,7,6,7,9,8,8,9,7,6,6,6,6,7,7,7,6,4,4,6,8,6,7,7,8,6,7,7,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.4,8.3333,7.1733,6.7,7.0,6.82,7.0,9.0,7.8,7.425,0.0001
152,NF4,Science,45.6515,1822.6802,39.93,8,7,9,8,8,9,8,8,10,6,8,9,8,10,7,10,9,10,7,10,8,8,6,7,7,7,8,8,6,6,6,8,9,10,9,9,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.2,8.3333,8.2533,7.6,7.0,7.36,8.6,9.0,8.76,8.19,0.0001
153,NF4,Science,48.4061,1923.507,39.74,8,7,8,9,7,8,9,9,10,7,9,9,8,9,8,9,10,10,9,10,8,9,7,7,7,9,10,7,7,7,5,9,9,10,8,9,8,9,8,8,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.5,8.3333,8.4333,8.1,7.6667,7.9267,8.6,9.0,8.76,8.3767,0.0001
154,NF4,Science,47.7035,1891.3342,39.65,8,9,7,9,8,8,9,8,10,8,7,9,8,10,8,9,9,10,9,10,9,8,6,7,7,7,9,7,6,7,5,7,8,9,9,9,9,9,8,8,9,8,6,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.5,8.3333,8.4333,7.7,7.0,7.42,8.3,9.0,8.58,8.205,0.0001
155,NF4,Science,38.1095,1525.0878,40.02,7,7,8,8,6,8,8,8,10,8,9,9,8,10,8,8,10,8,9,10,7,9,7,7,7,9,8,7,7,6,5,7,8,9,9,9,9,9,7,8,9,8,8,9,8,8,7,9,9,9,8,9,7.9,8.6667,8.2067,8.3,8.3333,8.3133,7.8,7.6667,7.7467,8.1,9.0,8.46,8.1817,0.0001
156,NF4,Science,48.5683,1936.1559,39.86,9,8,7,8,7,9,7,8,10,8,8,10,7,10,8,10,9,9,9,10,8,8,7,6,7,7,9,6,6,6,6,8,9,9,9,10,9,8,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.2,8.3333,8.2533,7.7,7.6667,7.6867,8.5,9.0,8.7,8.2417,0.0001
157,NF4,Science,47.7566,1904.358,39.88,8,8,8,8,7,10,10,9,10,6,6,8,8,9,8,8,10,9,8,10,9,8,5,7,7,10,8,7,6,6,6,7,9,10,9,9,8,9,7,9,9,8,8,9,7,6,5,8,7,6,5,8,8.2,7.6667,7.9867,8.5,6.6667,7.7667,7.5,6.0,6.9,8.2,8.3333,8.2533,7.7267,0.0001
158,NF4,Science,48.1042,1979.8477,41.16,8,8,8,8,8,9,8,7,9,7,10,9,9,9,8,8,10,10,9,10,8,9,6,7,7,8,8,8,7,6,6,7,10,9,10,9,9,9,8,9,9,8,8,9,6,6,6,9,7,6,5,8,8.5,7.3333,8.0333,8.4,6.6667,7.7067,8.1,6.3333,7.3933,8.2,8.6667,8.3867,7.88,0.0001
159,NF4,Science,47.7969,1904.1419,39.84,9,7,7,8,7,7,8,9,10,8,7,9,8,10,8,8,10,10,9,10,7,8,6,8,6,8,9,6,6,6,5,7,10,8,9,9,9,8,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.0,8.3333,8.1333,7.6,7.6667,7.6267,8.3,9.0,8.58,8.1817,0.0001
160,NF4,Science,47.8933,1914.4438,39.97,8,9,8,8,8,8,8,9,10,8,8,9,8,10,7,9,10,10,9,10,8,8,6,7,7,8,10,7,7,6,5,7,9,10,9,9,8,9,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.6,8.3333,8.4933,7.7,7.6667,7.6867,8.4,9.0,8.64,8.3167,0.0001
161,NF4,Science,48.5743,1944.2338,40.03,9,9,5,9,8,8,7,8,10,8,8,10,8,9,8,8,10,10,10,10,8,8,6,7,7,8,9,7,6,6,5,8,8,9,9,10,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.4,8.3333,8.3733,7.5,7.0,7.3,8.6,9.0,8.76,8.22,0.0001
162,NF4,Science,48.9967,1952.2505,39.84,9,8,8,8,8,8,9,8,10,8,7,9,8,10,8,9,9,9,9,10,8,8,6,7,7,8,9,7,6,7,5,8,9,9,9,8,9,9,8,8,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.4,8.3333,8.3733,7.8,7.0,7.48,8.2,9.0,8.52,8.205,0.0001
163,NF4,Science,48.2793,1922.9045,39.83,9,8,8,8,8,9,7,8,10,8,7,10,8,10,7,9,10,10,10,10,9,8,7,7,8,8,8,8,6,7,6,8,9,9,10,10,9,9,7,8,9,8,6,9,5,4,4,8,7,5,4,8,8.6,7.0,7.96,8.6,5.6667,7.4267,7.7,4.6667,6.4867,8.6,8.3333,8.4933,7.5917,0.0001
164,NF4,Science,48.4839,1940.0998,40.02,8,7,6,8,7,9,8,8,10,8,7,9,7,10,8,8,10,9,10,10,8,8,6,8,8,8,8,6,5,6,5,7,9,9,10,9,9,8,8,8,9,8,6,9,6,6,6,9,7,6,5,8,8.1,7.3333,7.7933,8.2,6.6667,7.5867,7.6,5.6667,6.8267,8.1,8.6667,8.3267,7.6333,0.0001
165,NF4,Science,48.536,1941.5369,40.0,8,7,7,7,8,7,7,7,9,7,6,9,7,8,6,7,8,6,9,10,9,5,5,7,7,7,8,7,5,4,5,6,8,6,8,9,8,7,6,8,9,8,6,9,8,8,7,9,9,9,8,9,7.7,8.6667,8.0867,6.4,8.3333,7.1733,6.7,7.0,6.82,7.7,9.0,8.22,7.575,0.0001
166,NF4,Science,19.3905,822.0435,42.39,7,6,5,7,6,5,7,8,9,6,7,9,8,9,6,7,8,7,9,9,7,6,5,6,5,6,7,5,5,4,4,7,8,7,9,8,7,7,7,8,8,8,6,9,4,4,3,8,1,2,1,2,7.0,4.3333,5.9333,6.3,4.6667,5.6467,6.6,3.3333,5.2933,7.4,6.3333,6.9733,5.9617,0.0004
167,NF4,Science,47.9158,1917.0114,40.01,8,5,7,8,7,8,6,8,9,5,8,8,7,8,7,7,9,8,9,10,7,6,5,6,7,5,7,5,5,4,5,6,8,8,8,8,8,7,8,8,9,8,6,9,6,6,6,9,7,6,5,8,7.5,7.3333,7.4333,6.4,6.6667,6.5067,7.0,5.6667,6.4667,7.4,8.6667,7.9067,7.0783,0.0001
168,NF4,Science,47.9874,1912.4404,39.85,8,7,8,8,8,7,9,8,9,8,7,10,8,9,8,8,10,10,9,10,9,9,6,7,8,8,8,8,6,7,5,8,10,9,9,9,9,9,8,8,9,8,8,9,6,6,6,9,9,9,8,9,8.5,8.0,8.3,8.3,7.6667,8.0467,7.7,7.3333,7.5533,8.4,9.0,8.64,8.135,0.0001
169,NF4,Science,47.7448,1905.2691,39.91,8,6,6,8,6,6,5,7,9,6,7,10,7,8,7,9,8,9,6,9,7,8,5,6,6,6,8,7,6,4,5,6,10,8,10,8,8,7,7,8,9,8,6,9,7,6,5,8,7,6,5,8,7.5,7.6667,7.5667,6.8,6.6667,6.7467,6.6,5.3333,6.0933,7.8,8.3333,8.0133,7.105,0.0001
170,NF4,Science,47.7226,1908.9886,40.0,8,5,6,8,6,6,8,7,9,7,6,8,6,8,6,8,9,7,8,9,7,7,5,6,5,6,7,7,5,5,4,7,7,8,8,8,8,7,7,7,9,8,6,9,8,8,7,9,9,9,8,9,7.0,8.6667,7.6667,6.6,8.3333,7.2933,6.5,7.0,6.7,7.5,9.0,8.1,7.44,0.0001
171,NF4,Science,48.3479,1926.7712,39.85,9,7,6,8,8,8,8,8,10,7,8,8,8,10,7,8,10,10,8,10,9,8,6,7,8,10,8,8,6,6,6,8,8,8,10,10,9,8,8,8,9,8,6,9,8,8,7,9,9,9,8,9,8.5,8.6667,8.5667,8.2,8.3333,8.2533,7.5,7.0,7.3,8.3,9.0,8.58,8.175,0.0001
172,NF4,Science,48.1645,1916.6988,39.79,9,7,8,9,7,8,9,7,10,7,7,8,8,10,8,9,10,10,10,10,8,8,6,7,7,9,8,6,6,7,6,8,10,10,9,9,8,8,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.4,8.3333,8.3733,7.9,7.0,7.54,8.2,9.0,8.52,8.22,0.0001
173,NF4,Science,47.9557,1926.8989,40.18,9,8,7,8,7,8,8,7,10,8,8,8,8,10,7,9,10,9,7,10,7,7,7,6,7,9,9,8,6,7,5,8,10,8,9,8,9,8,8,9,9,8,6,9,6,6,6,9,9,9,8,9,8.3,8.0,8.18,8.2,7.6667,7.9867,7.5,6.6667,7.1667,8.1,9.0,8.46,7.9483,0.0001
174,NF4,Science,48.2182,1913.2776,39.68,9,7,8,9,7,8,8,9,10,7,7,9,7,10,8,9,10,10,9,10,8,8,7,8,8,7,9,8,7,6,6,8,10,9,8,9,9,9,8,9,9,8,8,9,6,6,6,9,9,9,8,9,8.5,8.0,8.3,8.1,7.6667,7.9267,7.8,7.3333,7.6133,8.8,9.0,8.88,8.18,0.0001
175,NF4,Science,48.4815,1940.0596,40.02,8,8,7,9,8,9,9,9,10,8,9,9,8,10,9,8,9,10,9,10,8,8,6,8,7,8,8,8,7,6,5,6,9,10,9,9,9,8,7,8,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.5,8.3333,8.4333,7.8,7.0,7.48,8.4,9.0,8.64,8.25,0.0001
176,NF4,Science,48.363,1937.9063,40.07,8,6,5,8,6,7,8,7,9,6,7,8,7,8,7,9,9,8,8,10,7,7,5,6,7,7,8,6,6,5,5,7,8,7,8,8,8,7,6,8,9,8,6,9,8,8,7,9,9,9,8,9,7.5,8.6667,7.9667,6.8,8.3333,7.4133,6.7,7.0,6.82,7.7,9.0,8.22,7.605,0.0001
177,NF4,Science,48.4682,1938.1655,39.99,8,8,9,8,8,9,8,8,10,6,8,9,8,10,8,9,10,9,8,10,8,8,6,7,7,8,8,8,7,7,5,7,9,9,10,8,9,8,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.2,8.3333,8.2533,7.8,7.6667,7.7467,8.3,9.0,8.58,8.2717,0.0001
178,NF4,Science,48.4131,1939.9784,40.07,8,7,7,8,7,7,8,7,9,7,6,7,6,7,6,9,9,7,8,10,7,7,6,6,8,6,8,7,6,5,4,6,8,7,8,8,7,7,7,8,9,8,8,9,8,8,7,9,9,9,8,9,7.5,8.6667,7.9667,6.7,8.3333,7.3533,6.8,7.6667,7.1467,7.6,9.0,8.16,7.6567,0.0001
179,NF4,Science,48.513,1940.4138,40.0,8,7,8,8,8,8,8,9,10,7,9,9,8,9,8,9,10,9,7,10,7,7,6,7,9,8,9,8,6,6,5,7,9,9,8,9,8,8,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,7.8,8.3333,8.0133,7.6,7.6667,7.6267,8.5,9.0,8.7,8.1967,0.0001
180,NF4,Science,47.6879,1910.9898,40.07,8,9,9,9,9,8,9,8,10,8,8,9,7,10,8,8,10,9,9,10,8,8,6,7,7,7,8,7,6,6,6,8,8,10,9,9,9,9,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.4,8.3333,8.3733,7.9,7.6667,7.8067,8.4,9.0,8.64,8.3017,0.0001
181,NF4,Science,47.8836,1905.6638,39.8,9,6,7,9,6,8,7,9,10,6,8,9,7,9,8,8,10,9,9,10,8,8,7,6,7,9,8,7,5,6,6,7,10,9,9,10,9,9,7,9,9,8,8,8,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,7.9,8.3333,8.0733,7.6,7.6667,7.6267,8.4,8.6667,8.5067,8.1333,0.0001
182,NF4,Science,47.8506,1914.6856,40.01,8,5,5,8,6,7,7,7,9,7,6,8,7,8,7,8,10,8,8,10,8,7,6,6,6,8,7,6,6,5,4,7,9,6,8,9,8,7,8,7,9,8,6,8,8,8,7,9,9,9,8,9,7.7,8.6667,8.0867,6.8,8.3333,7.4133,6.6,7.0,6.76,7.6,8.6667,8.0267,7.5717,0.0001
183,NF4,Science,48.0668,1922.0907,39.99,8,7,6,8,6,6,7,8,9,6,8,9,6,7,7,8,9,8,6,10,8,7,6,6,7,6,7,6,5,4,5,7,8,9,7,8,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.7,8.3333,7.3533,6.6,7.0,6.76,7.8,9.0,8.28,7.575,0.0001
184,NF4,Science,47.7192,1909.9232,40.02,7,5,6,7,5,7,6,8,8,6,7,8,6,8,6,9,9,8,8,10,7,7,5,7,6,6,7,6,5,4,5,7,8,7,7,8,8,7,6,8,9,8,6,9,8,8,7,9,9,9,8,9,6.9,8.6667,7.6067,6.5,8.3333,7.2333,6.3,7.0,6.58,7.8,9.0,8.28,7.425,0.0001
185,NF4,Science,47.8343,1910.1505,39.93,8,7,7,8,9,9,8,8,10,9,8,9,8,10,8,8,10,9,8,10,8,9,6,7,8,9,8,7,6,6,6,9,9,9,10,9,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.5,8.6667,8.5667,8.6,8.3333,8.4933,7.7,7.0,7.42,8.4,9.0,8.64,8.28,0.0001
186,NF4,Science,47.8117,1900.3566,39.75,8,9,7,9,6,9,8,8,10,7,9,9,8,10,8,9,10,10,9,10,8,9,6,7,7,9,8,7,5,5,6,8,10,10,10,10,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.7,8.3333,8.5533,7.9,7.0,7.54,8.6,9.0,8.76,8.295,0.0001
187,NF4,Science,48.1963,1915.0557,39.73,9,9,8,8,6,8,8,9,10,9,7,10,8,10,8,10,10,10,8,10,7,6,6,7,9,8,8,7,6,7,5,8,9,10,10,9,9,8,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.5,8.3333,8.4333,7.6,7.6667,7.6267,8.7,9.0,8.82,8.3317,0.0001
188,NF4,Science,47.6626,1908.0581,40.03,9,6,7,9,9,8,9,8,9,9,7,10,8,10,7,9,9,8,9,10,8,8,6,7,6,8,8,7,7,6,6,7,9,9,9,8,8,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.1,8.3333,8.1933,7.6,7.6667,7.6267,8.4,9.0,8.64,8.2117,0.0001
189,NF4,Science,48.259,1918.0954,39.75,8,9,7,9,7,9,8,8,10,8,8,10,8,10,7,9,10,9,8,10,8,9,7,7,8,8,8,7,6,7,6,6,8,9,9,10,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.7,8.3333,8.5533,7.6,7.6667,7.6267,8.5,9.0,8.7,8.3167,0.0001
190,NF4,Science,47.9953,1973.5801,41.12,8,7,8,9,7,9,8,9,10,9,6,9,8,9,8,8,9,9,9,10,8,7,6,7,7,9,9,8,7,6,5,8,10,9,9,9,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.3,8.3333,8.3133,7.6,7.6667,7.6267,8.6,9.0,8.76,8.2867,0.0001
191,NF4,Science,48.0167,1915.4523,39.89,7,7,6,7,6,6,9,6,9,5,8,7,8,7,6,7,9,8,7,9,8,7,5,7,8,6,9,7,5,4,6,7,8,6,7,8,8,7,7,7,9,8,6,8,8,8,7,9,9,9,8,9,7.6,8.6667,8.0267,6.3,8.3333,7.1133,7.0,7.0,7.0,7.2,8.6667,7.7867,7.4817,0.0001
192,NF4,Science,48.2402,1928.8436,39.98,8,8,8,9,7,8,8,8,10,7,7,9,8,10,8,9,10,9,9,10,8,9,6,7,8,9,9,8,7,6,5,10,9,9,9,10,9,9,8,8,9,8,6,9,7,6,5,8,7,6,5,8,8.4,7.6667,8.1067,8.4,6.6667,7.7067,7.7,5.3333,6.7533,8.8,8.3333,8.6133,7.795,0.0001
193,NF4,Science,48.7191,1949.1844,40.01,9,8,7,9,7,7,9,8,9,8,8,10,9,10,8,9,9,10,10,10,8,8,6,7,6,7,8,7,6,6,6,7,9,9,9,10,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.2,8.3333,8.2533,7.9,7.6667,7.8067,8.6,9.0,8.76,8.2867,0.0001
194,NF4,Science,47.9919,1960.5426,40.85,9,8,8,8,7,8,8,8,10,9,8,9,7,10,8,10,9,10,9,10,7,8,6,7,8,7,9,8,6,7,6,8,8,10,9,8,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.0,8.6667,8.2667,8.6,8.3333,8.4933,7.9,7.6667,7.8067,8.5,9.0,8.7,8.3167,0.0001
195,NF4,Science,48.5467,1943.234,40.03,9,7,8,9,7,9,9,9,10,8,8,9,8,9,8,9,9,9,10,10,7,8,6,7,8,8,9,8,6,6,5,8,9,9,10,9,9,9,8,8,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.2,8.3333,8.2533,8.1,7.6667,7.9267,8.6,9.0,8.76,8.3317,0.0001
196,NF4,Science,48.4771,1933.26,39.88,7,6,6,7,5,7,8,8,9,6,6,8,7,8,6,9,10,8,9,9,8,5,6,6,7,7,7,6,6,4,5,7,8,8,8,9,9,6,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.6,8.6667,8.0267,6.5,8.3333,7.2333,6.8,7.0,6.88,7.7,9.0,8.22,7.59,0.0001
197,NF4,Science,48.7426,2007.8944,41.19,7,7,7,8,7,6,7,8,9,7,6,8,7,8,7,8,8,7,8,9,7,6,4,6,7,7,7,8,5,5,5,6,8,6,8,9,8,7,6,7,9,8,6,9,8,8,7,9,9,9,8,9,7.3,8.6667,7.8467,6.6,8.3333,7.2933,6.5,7.0,6.7,7.7,9.0,8.22,7.515,0.0001
198,NF4,Science,48.005,1920.8784,40.01,8,7,5,7,6,6,7,8,9,6,6,9,7,9,7,8,7,7,8,10,7,7,6,7,6,7,7,6,5,4,5,6,9,6,8,8,8,7,7,8,9,8,8,9,8,8,7,9,9,9,8,9,7.2,8.6667,7.7867,6.6,8.3333,7.2933,6.6,7.6667,7.0267,7.7,9.0,8.22,7.5817,0.0001
199,NF4,Science,47.7633,1913.2121,40.06,7,4,8,7,7,7,7,7,9,6,7,9,8,9,7,9,8,8,7,10,7,6,5,6,7,7,8,5,6,5,5,6,8,7,9,8,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.5,8.6667,7.9667,6.6,8.3333,7.2933,7.0,7.0,7.0,7.5,9.0,8.1,7.59,0.0001
200,NF4,Science,48.2089,1928.0707,39.99,8,8,7,9,8,8,7,8,9,8,8,9,7,10,8,9,10,10,9,10,8,9,7,7,7,8,9,8,7,6,6,7,10,8,10,9,9,9,8,8,9,8,6,9,7,6,5,8,7,6,5,8,8.3,7.6667,8.0467,8.4,6.6667,7.7067,7.9,5.3333,6.8733,8.4,8.3333,8.3733,7.75,0.0001
201,NF4,Programming-CS,49.0895,1960.804,39.94,7,6,9,9,6,6,8,8,9,5,7,8,8,8,7,9,9,7,7,10,7,6,6,6,5,7,7,7,6,5,4,6,9,7,8,8,8,7,7,8,9,8,6,9,7,6,5,8,7,6,5,8,7.4,7.6667,7.5067,6.4,6.6667,6.5067,7.0,5.3333,6.3333,7.9,8.3333,8.0733,7.105,0.0001
202,NF4,Programming-CS,48.2732,1934.5355,40.07,7,6,7,7,6,7,7,7,9,6,8,9,6,8,7,8,7,8,7,9,7,6,5,6,5,6,8,7,5,5,4,7,8,6,8,8,8,7,6,8,9,8,8,9,6,6,6,9,9,9,8,9,6.8,8.0,7.28,6.5,7.6667,6.9667,6.7,7.3333,6.9533,7.6,9.0,8.16,7.34,0.0001
203,NF4,Programming-CS,48.3198,1933.1129,40.01,8,7,8,8,7,7,9,7,9,7,6,9,6,8,7,7,10,8,8,9,7,5,6,5,7,6,8,5,6,4,6,7,8,6,9,8,8,7,8,8,9,8,8,9,8,8,7,9,9,9,8,9,7.6,8.6667,8.0267,6.5,8.3333,7.2333,7.5,7.6667,7.5667,7.3,9.0,7.98,7.7017,0.0001
204,NF4,Programming-CS,47.8056,1910.0843,39.96,8,7,7,9,6,9,8,8,10,7,8,10,8,9,8,8,10,10,8,10,9,9,7,7,7,7,9,7,7,7,6,6,10,8,9,9,9,9,7,9,9,8,8,9,6,6,6,9,7,6,5,8,8.4,7.3333,7.9733,8.2,6.6667,7.5867,7.7,6.3333,7.1533,8.3,8.6667,8.4467,7.79,0.0001
205,NF4,Programming-CS,47.8294,1911.6724,39.97,9,8,8,8,7,9,9,8,10,9,8,8,7,10,8,9,10,10,10,10,8,8,6,7,7,8,10,9,6,6,5,7,8,9,9,9,9,9,8,9,9,8,6,9,6,6,6,9,7,6,5,8,8.1,7.3333,7.7933,8.6,6.6667,7.8267,8.1,5.6667,7.1267,8.4,8.6667,8.5067,7.8133,0.0001
206,NF4,Programming-CS,48.5561,1944.4085,40.04,8,6,9,9,6,9,10,8,10,9,8,9,8,10,9,8,9,8,9,10,8,8,4,7,8,9,9,7,6,6,6,8,7,9,8,9,9,9,8,9,9,8,8,9,6,6,6,9,7,6,5,8,7.9,7.3333,7.6733,8.3,6.6667,7.6467,8.0,6.3333,7.3333,8.4,8.6667,8.5067,7.79,0.0001
207,NF4,Programming-CS,48.3904,1932.5945,39.94,9,7,8,7,7,8,8,9,10,8,9,9,8,10,9,9,10,10,9,10,8,8,6,7,6,9,9,8,6,7,6,8,10,9,9,9,8,9,8,9,9,8,8,9,5,4,4,8,7,5,4,8,8.2,7.0,7.72,8.5,5.6667,7.3667,8.1,5.3333,6.9933,8.5,8.3333,8.4333,7.6283,0.0001
