ID,HW_Platform,Backend,Precision,Category,Output_Tokens,Latency_s,Gross_Energy_J,Net_Energy_J,Power_W,Q_ped,LpW
357,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,181,37.9126,1708.4728,1321.7638,45.06,8.323,0.00016609
358,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,170,37.5774,2212.2805,1828.9907,58.87,8.246,0.00011998
359,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,148,39.4755,2445.3273,2042.6771,61.95,8.128,0.0001008
360,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,192,30.3331,1601.1968,1291.7989,52.79,8.733,0.00022287
361,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,165,39.1479,1966.929,1567.6202,50.24,7.711,0.00012565
362,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,169,42.6936,1859.9977,1424.5228,43.57,7.74,0.00012726
363,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,167,33.01,1925.8522,1589.1501,58.34,7.748,0.0001477
364,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,34.3596,1741.924,1391.4556,50.7,8.067,0.00016873
365,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,177,31.7921,1551.3405,1227.0606,48.8,7.65,0.0001961
366,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,32.6064,1721.6862,1389.101,52.8,8.217,0.00018142
367,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,168,42.0725,1988.1087,1558.9687,47.25,8.161,0.00012442
368,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,188,29.5805,1510.4924,1208.771,51.06,7.862,0.00021988
369,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,29.8663,1278.2509,973.6151,42.8,8.659,0.00029778
370,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,192,41.6101,2328.2063,1903.7828,55.95,8.211,0.00010365
371,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,193,37.0729,1844.6397,1466.4959,49.76,8.75,0.00016094
372,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,191,43.9537,2475.7259,2027.3982,56.33,8.146,9.141e-05
373,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,147,32.128,1582.4346,1254.7292,49.25,8.228,0.00020411
374,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,158,34.7809,1724.8458,1370.0807,49.59,7.97,0.00016725
375,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,173,31.1609,1370.9528,1053.1117,44.0,8.237,0.00025101
376,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,162,34.8592,1891.1365,1535.5728,54.25,8.582,0.00016032
377,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,154,26.0392,1191.1776,925.5782,45.75,8.043,0.00033372
378,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,136,37.3508,1784.2698,1403.2918,47.77,8.489,0.00016196
379,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,148,35.688,1795.2998,1431.2824,50.31,7.85,0.00015368
380,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,172,33.9352,1728.3346,1382.1951,50.93,8.604,0.00018343
381,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,176,32.4043,1342.4559,1011.9318,41.43,7.962,0.00024281
382,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,160,30.0841,1477.1251,1170.267,49.1,8.649,0.00024567
383,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,37.5475,2043.9044,1660.9202,54.44,8.269,0.00013259
384,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,168,28.813,1392.6077,1098.7153,48.33,8.97,0.00028335
385,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,36.5547,1795.9844,1423.1263,49.13,7.686,0.00014775
386,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,174,43.7425,2237.1876,1791.0143,51.14,7.531,9.613e-05
387,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,193,41.0334,2037.1033,1618.5627,49.65,7.944,0.00011961
388,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,182,27.2764,1225.8379,947.6185,44.94,7.575,0.00029306
389,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,147,31.731,1590.0724,1266.4161,50.11,7.576,0.00018853
390,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,176,36.1387,2004.5826,1635.9681,55.47,8.538,0.00014441
391,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,150,33.8767,1518.8242,1173.2818,44.83,8.238,0.00020726
392,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,175,27.7627,1342.403,1059.2231,48.35,8.01,0.00027238
393,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,161,35.9725,1550.9709,1184.0519,43.12,8.054,0.00018909
394,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,186,34.1539,1885.1321,1536.7621,55.2,7.953,0.00015152
395,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,148,43.0059,2142.5425,1703.8823,49.82,9.032,0.00012326
396,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,178,33.0351,1515.6183,1178.6598,45.88,7.887,0.00020256
397,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,190,39.5728,2009.4989,1605.8562,50.78,7.605,0.00011967
398,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,197,28.3714,1249.5124,960.1242,44.04,8.622,0.00031652
399,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,161,29.4712,1324.016,1023.4102,44.93,8.136,0.00026975
400,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,178,37.5196,1602.3629,1219.6626,42.71,9.219,0.00020146
401,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,182,39.1852,1753.6437,1353.955,44.75,7.987,0.00015054
402,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,29.796,1709.0432,1405.1241,57.36,8.646,0.00020651
403,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,145,34.3108,1595.031,1245.0613,46.49,8.759,0.00020504
404,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,157,27.8447,1468.0962,1184.0799,52.72,7.99,0.00024234
405,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,33.3664,1533.2267,1192.8895,45.95,7.883,0.00019805
406,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,171,38.0498,2064.1879,1676.0795,54.25,8.596,0.00013479
407,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,136,32.1992,1447.8164,1119.3847,44.96,8.516,0.00023627
408,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,165,33.0544,1669.381,1332.2257,50.5,7.563,0.00017175
409,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,117,29.0029,1466.8187,1170.9887,50.57,7.698,0.00022666
410,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,183,31.2176,1948.1184,1629.6994,62.4,7.023,0.00013804
411,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,195,42.2873,2265.6785,1834.3479,53.58,8.526,0.00010991
412,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,157,34.5355,1630.6571,1278.3954,47.22,8.114,0.00018378
413,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,167,29.5894,1593.7509,1291.9392,53.86,8.162,0.00021351
414,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,198,32.752,2011.582,1677.5111,61.42,7.428,0.0001352
415,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,139,26.8518,1123.1019,849.2132,41.83,7.713,0.00033825
416,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,148,29.5349,1356.2142,1054.9586,45.92,8.011,0.00025711
417,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,172,40.4576,1985.1771,1572.5099,49.07,7.917,0.00012444
418,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,161,33.5446,1614.539,1272.3842,48.13,8.297,0.00019439
419,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,171,42.8974,2083.5104,1645.9573,48.57,8.52,0.00012067
420,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,150,33.7614,1469.2283,1124.8621,43.52,9.329,0.00024565
421,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,182,34.0345,1960.4065,1613.2547,57.6,8.23,0.00014989
422,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,174,37.1481,1593.7445,1214.8338,42.9,8.775,0.00019444
423,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,190,23.0,1132.9545,898.3545,49.26,7.842,0.00037953
424,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,182,35.1427,1958.7962,1600.3404,55.74,7.436,0.00013222
425,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,182,33.9747,1703.5928,1357.0512,50.14,8.071,0.00017506
426,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,146,41.0358,1855.1106,1436.5457,45.21,7.473,0.00012677
427,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,188,38.6375,1672.4982,1278.3954,43.29,8.247,0.00016696
428,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,170,28.985,1423.2805,1127.6333,49.1,7.865,0.00024063
429,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,174,39.9138,1850.5431,1443.4219,46.36,7.302,0.00012674
430,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,32.9934,1694.7762,1358.244,51.37,9.073,0.00020246
431,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,162,30.0395,1292.0733,985.6702,43.01,7.982,0.00026958
432,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,35.1067,1914.2893,1556.2012,54.53,7.454,0.00013644
433,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,33.2673,1693.3321,1354.006,50.9,8.671,0.0001925
434,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,194,41.2769,2116.9766,1695.9518,51.29,7.89,0.00011271
435,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,156,35.7669,2067.0957,1702.2737,57.79,8.763,0.00014393
436,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,129,35.146,1687.8341,1329.3446,48.02,7.888,0.00016883
437,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,38.343,1783.9359,1392.8375,46.53,7.98,0.00014942
438,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,180,39.2272,1861.395,1461.2775,47.45,8.406,0.00014665
439,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,161,37.8046,1863.7229,1478.1162,49.3,8.525,0.00015256
440,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,40.7295,2029.4297,1613.9885,49.83,8.609,0.00013096
441,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,159,36.9999,1701.271,1323.8716,45.98,8.197,0.00016734
442,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,168,34.9712,1391.1527,1034.4465,39.78,8.494,0.0002348
443,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,189,39.9002,1890.5975,1483.6156,47.38,8.598,0.00014524
444,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,153,33.7819,1762.4375,1417.8623,52.17,8.336,0.00017404
445,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,175,34.3529,1752.2931,1401.8932,51.01,8.172,0.00016969
446,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,42.1193,2381.325,1951.7086,56.54,7.546,9.18e-05
447,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,182,41.6609,2519.1704,2094.2297,60.47,8.528,9.775e-05
448,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,34.1624,1853.2597,1504.8033,54.25,8.26,0.00016068
449,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,32.1137,1846.1858,1518.6264,57.49,8.041,0.00016488
450,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,178,40.9306,2222.0086,1804.5165,54.29,8.853,0.00011986
451,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,126,37.8819,2242.287,1855.8914,59.19,7.555,0.00010746
452,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,153,35.6517,2136.4065,1772.7595,59.92,9.029,0.00014286
453,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,194,32.7194,1807.6171,1473.8794,55.25,8.229,0.00017064
454,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,143,35.7258,1928.2351,1563.8319,53.97,8.392,0.00015021
455,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,170,34.1001,1678.8452,1331.0237,49.23,8.05,0.00017736
456,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,185,31.144,1559.8509,1242.1816,50.09,7.44,0.00019231
457,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,34.7936,1688.994,1334.0994,48.54,8.173,0.00017607
458,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,165,35.421,1896.1015,1534.8078,53.53,8.401,0.00015453
459,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,163,32.4732,1511.7627,1180.5363,46.55,8.565,0.00022342
460,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,176,38.3576,1891.2692,1500.0217,49.31,8.145,0.00014156
461,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,185,40.1286,1527.0194,1117.7074,38.05,7.188,0.00016026
462,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,174,38.6615,2291.0848,1896.7372,59.26,7.5,0.00010228
463,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,32.9293,1618.5893,1282.7109,49.15,9.225,0.0002184
464,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,160,37.6768,1984.399,1600.0958,52.67,7.716,0.00012799
465,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,180,34.5586,2000.27,1647.7721,57.88,8.925,0.00015673
466,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,187,28.5156,1478.8609,1188.0021,51.86,7.792,0.00023001
467,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,169,37.2946,2156.0201,1775.6157,57.81,8.152,0.0001231
468,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,196,34.8722,1528.9008,1173.2043,43.84,8.54,0.00020874
469,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,181,46.1303,2895.4322,2424.903,62.77,7.846,7.014e-05
470,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,195,40.9034,2288.6694,1871.4543,55.95,9.004,0.00011762
471,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,182,37.4713,1925.5692,1543.362,51.39,8.276,0.0001431
472,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,186,35.3462,2039.8429,1679.3118,57.71,8.461,0.00014254
473,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,164,34.9531,1545.7354,1189.2135,44.22,8.112,0.00019516
474,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,164,29.583,1443.6282,1141.8813,48.8,8.556,0.00025328
475,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,26.2007,1514.6628,1247.416,57.81,8.998,0.00027531
476,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,191,30.1862,1225.2978,917.3983,40.59,8.177,0.00029528
477,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,155,33.9805,1808.2513,1461.6502,53.21,9.07,0.00018261
478,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,181,24.5145,1300.9197,1050.8716,53.07,7.946,0.00030844
479,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,125,31.6961,1918.8823,1595.5819,60.54,8.607,0.00017019
480,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,165,33.061,1390.8302,1053.6082,42.07,8.475,0.0002433
481,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,199,33.209,1948.377,1609.6448,58.67,7.727,0.00014455
482,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,175,31.1561,1476.5097,1158.7177,47.39,8.343,0.0002311
483,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,180,32.629,1565.396,1232.5798,47.98,8.244,0.00020498
484,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,111,42.1299,1851.4233,1421.6982,43.95,7.83,0.00013073
485,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,169,37.2459,1662.7736,1282.8658,44.64,8.412,0.00017605
486,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,185,31.6226,1656.9719,1334.4212,52.4,8.31,0.00019693
487,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,188,33.8856,1508.4471,1162.814,44.52,8.205,0.00020823
488,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,199,34.0698,1844.8597,1497.3481,54.15,8.207,0.00016088
489,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,173,30.6674,1436.8469,1124.0394,46.85,8.197,0.00023779
490,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,174,30.662,1348.8896,1036.1372,43.99,8.064,0.00025382
491,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,148,38.8484,1847.4514,1451.1976,47.56,8.307,0.00014735
492,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,173,32.269,1679.6293,1350.4856,52.05,7.931,0.00018199
493,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,150,29.1644,1424.9072,1127.4303,48.86,9.515,0.00028938
494,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,137,34.0016,1716.3268,1369.511,50.48,7.564,0.00016244
495,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,154,34.7428,1873.3439,1518.9669,53.92,7.959,0.00015082
496,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,200,25.1256,1405.2372,1148.9565,55.93,7.997,0.00027702
497,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,172,34.0126,1655.987,1309.0588,48.69,9.219,0.00020705
498,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,182,38.1927,1713.7085,1324.1429,44.87,7.606,0.0001504
499,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,166,36.2757,1839.0194,1469.0077,50.7,8.444,0.00015846
500,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Meta-cognition,138,44.4571,2344.9932,1891.5312,52.75,8.359,9.94e-05
